title,Cant_Inscriptos,course_type,institution,Level,subject,language,Duracion_Curso,Precio
Datos para la efectividad de las políticas públicas,"80,425",Self-paced on your time,Inter-American Development Bank,Introductory,Data Analysis & Statistics,Español,10 Weeks,FREE-Add a Verified Certificate for $25 USD
Media Law,"7,253",Instructor-led on a course schedule,New York University,Introductory,Art & Culture,English,14 Weeks,FREE-Add a Verified Certificate for $249 USD
Líderes para la Gestión en Seguridad Ciudadana y Justicia,"12,826",Self-paced on your time,Inter-American Development Bank,Intermediate,Social Sciences,Español,10 Weeks,FREE-Add a Verified Certificate for $25 USD
"Diseña, fabrica y programa tu propio robot","25,024",Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Engineering,Español,6 Weeks,FREE-Add a Verified Certificate for $75 USD
Pivoting to Online Teaching: Research and Practitioner Perspectives,"5,289",Self-paced on your time,University of Texas at Arlington,Introductory,Education & Teacher Training,English,6 Weeks,FREE-Add a Verified Certificate for $139 USD
Circular Economy: An Interdisciplinary Approach,"10,281",Self-paced on your time,Wageningen University & Research,Advanced,Business & Management,English,6 Weeks,FREE-Add a Verified Certificate for $149 USD
Calculus 1B: Integration,"44,669",Instructor-led on a course schedule,Massachusetts Institute of Technology,Intermediate,Math,English,15 Weeks,FREE-Add a Verified Certificate for $100 USD
Algorithmic Design and Techniques,"40,620",Self-paced on your time,"The University of California, San Diego",Intermediate,Computer Science,English,6 Weeks,FREE-Add a Verified Certificate for $99 USD
Drinking Water Treatment,"51,918",Self-paced on your time,Delft University of Technology,Intermediate,Engineering,English,7 Weeks,FREE-Add a Verified Certificate for $50 USD
Fundamentos de información financiera y contable,"7,789",Self-paced on your time,Universidades Anáhuac,Intermediate,Economics & Finance,Español,5 Weeks,FREE-Add a Verified Certificate for $49 USD
Les principes de la finance,"44,037",Self-paced on your time,Université catholique de Louvain,Intermediate,Business & Management,Français,13 Weeks,FREE-Add a Verified Certificate for $150 USD
Music Technology Foundations,"34,550",Self-paced on your time,University of Adelaide,Introductory,Computer Science,English,6 Weeks,FREE-Add a Verified Certificate for $169 USD
The Entrepreneurial Mindset,"31,077",Self-paced on your time,Babson College,Introductory,Business & Management,English,6 Weeks,FREE-Add a Verified Certificate for $149 USD
"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems","26,453",Self-paced on your time,The University of Michigan,Introductory,Biology & Life Sciences,English,5 Weeks,FREE-Add a Verified Certificate for $49 USD
Risk Management and Credit Principles,"9,028",Self-paced on your time,NYIF,Advanced,Economics & Finance,English,6 Weeks,FREE-Add a Verified Certificate for $199 USD
Steps in Japanese for Beginners1 Part3,"6,169",Self-paced on your time,Waseda University,Introductory,Language,English,5 Weeks,FREE-Add a Verified Certificate for $99 USD
Structural Materials: Selection and Economics,"9,752",Self-paced on your time,Massachusetts Institute of Technology,Introductory,Engineering,English,3 Weeks,FREE-Add a Verified Certificate for $50 USD
Algorithm Design and Analysis,"39,137",Self-paced on your time,University of Pennsylvania,Intermediate,Computer Science,English,4 Weeks,FREE-Add a Verified Certificate for $149 USD
Estructuras de Datos con Python,,Self-paced on your time,The University of Michigan,Introductory,Computer Science,Español,7 Weeks,FREE-Add a Verified Certificate for $49 USD
Mandarin Chinese for Business,"12,384",Self-paced on your time,MandarinX,Intermediate,Language,English,6 Weeks,FREE-Add a Verified Certificate for $149 USD
Bases Matemáticas: Números y terminología,"26,060",Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Math,Español,4 Weeks,FREE-Add a Verified Certificate for $50 USD
Arab-Islamic History: From Tribes to Empires,"17,321",Self-paced on your time,IsraelX-Tel Aviv University,Introductory,Humanities,English,8 Weeks,FREE-Add a Verified Certificate for $149 USD
Human-Computer Interaction I: Fundamentals & Design Principles,"9,010",Self-paced on your time,The Georgia Institute of Technology,Introductory,Computer Science,English,6 Weeks,FREE-Add a Verified Certificate for $99 USD
Modeling and simulation of multibody systems,,Instructor-led on a course schedule,Université catholique de Louvain,Intermediate,Engineering,English,14 Weeks,FREE-Add a Verified Certificate for $50 USD
The Science of Parenting,"37,538",Self-paced on your time,"The University of California, San Diego",Introductory,Social Sciences,English,5 Weeks,FREE-Add a Verified Certificate for $49 USD
Inclusive Teaching: Supporting All Students in the College Classroom,"9,899",Self-paced on your time,Columbia University,Introductory,Education & Teacher Training,English,6 Weeks,FREE-Add a Verified Certificate for $49 USD
Analytics for Decision Making,"31,031",Self-paced on your time,Babson College,Introductory,Business & Management,English,4 Weeks,FREE-Add a Verified Certificate for $249 USD
Principios de Análisis e Instrumentos Financieros,,Self-paced on your time,Universidades Anáhuac,Intermediate,Economics & Finance,Español,5 Weeks,FREE-Add a Verified Certificate for $49 USD
Energy Principles and Renewable Energy,"19,520",Instructor-led on a course schedule,The University of Queensland,Advanced,Energy & Earth Sciences,English,14 Weeks,FREE-Add a Verified Certificate for $375 USD
DNA: Biology’s Genetic Code,"35,162",Self-paced on your time,Rice University,Intermediate,Biology & Life Sciences,English,6 Weeks,FREE-Add a Verified Certificate for $169 USD
Music For Wellness,"19,728",Self-paced on your time,Berklee College of Music,Introductory,Humanities,English,4 Weeks,FREE-Add a Verified Certificate for $49 USD
Mining Massive Datasets,"5,311",Self-paced on your time,Stanford University,Advanced,Computer Science,English,7 Weeks,FREE-Add a Verified Certificate for $149 USD
Introduction to Electrical and Electronic Engineering - 電気電子工学入門 -,"25,041",Self-paced on your time,Tokyo Institute of Technology,Introductory,Engineering,English,4 Weeks,FREE-Add a Verified Certificate for $50 USD
A travel by Spanish America: Spanish for beginners,,Self-paced on your time,Universidad del Rosario,Introductory,Language,Español,4 Weeks,FREE-Add a Verified Certificate for $49 USD
Introducción a la Inteligencia Artificial,"11,184",Self-paced on your time,Universidades Anáhuac,Introductory,Computer Science,Español,4 Weeks,FREE-Add a Verified Certificate for $49 USD
Introducción a la Inteligencia Artificial: Principales Algoritmos,,Self-paced on your time,Universidad Galileo,Introductory,Computer Science,Español,4 Weeks,FREE-Add a Verified Certificate for $49 USD
Digital Security and Human Rights,"11,443",Self-paced on your time,Amnesty International,Introductory,Social Sciences,English,3 Weeks,FREE-Add a Verified Certificate for $49 USD
Critical thinking: reasoned decision making,"6,923",Self-paced on your time,Tecnológico de Monterrey,Introductory,Business & Management,English,4 Weeks,FREE-Add a Verified Certificate for $149 USD
Introduction to the Internet of Things,"7,581",Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Electronics,English,6 Weeks,FREE-Add a Verified Certificate for $50 USD
Trading - Fundamentals of Technical Analysis,,Self-paced on your time,NYIF,Introductory,Economics & Finance,English,6 Weeks,FREE-Add a Verified Certificate for $199 USD
Riñones: conoce sus funciones para mejorar tu salud y calidad de vida,"20,261",Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Medicine,Español,6 Weeks,FREE-Add a Verified Certificate for $49 USD
Design Thinking: Empathizing to Understand the Problem,"13,340",Self-paced on your time,Rochester Institute of Technology,Intermediate,Business & Management,English,6 Weeks,FREE-Add a Verified Certificate for $299 USD
Storytelling in the Workplace,,Self-paced on your time,Rochester Institute of Technology,Introductory,Communication,English,3 Weeks,FREE-Add a Verified Certificate for $199 USD
Marketing Analytics: Price and Promotion Analytics,"41,021",Self-paced on your time,"University of California, Berkeley",Intermediate,Computer Science,English,4 Weeks,FREE-Add a Verified Certificate for $249 USD
Implementation of Data Structures,"27,761",Self-paced on your time,IITBombay,Intermediate,Computer Science,English,6 Weeks,FREE-Add a Verified Certificate for $149 USD
Activism and Citizen Journalism through Media,"7,460",Self-paced on your time,Wits University,Introductory,Communication,English,4 Weeks,FREE-Add a Verified Certificate for $49 USD
Electric and Conventional Vehicles,"22,089",Instructor-led on a course schedule,Chalmers University of Technology,Advanced,Engineering,English,6 Weeks,FREE-Add a Verified Certificate for $249 USD
Big Data Fundamentals,"40,106",Self-paced on your time,University of Adelaide,Intermediate,Computer Science,English,10 Weeks,FREE-Add a Verified Certificate for $199 USD
Sustainable Food Security: The value of systems thinking,"26,600",Self-paced on your time,Wageningen University & Research,Introductory,Biology & Life Sciences,English,6 Weeks,FREE-Add a Verified Certificate for $49 USD
Knowledge Management and Big Data in Business,"69,064",Self-paced on your time,The Hong Kong Polytechnic University,Introductory,Business & Management,English,8 Weeks,FREE-Add a Verified Certificate for $50 USD
Uso efectivo del tiempo,"6,409",Self-paced on your time,Pontificia Universidad Javeriana,Introductory,Economics & Finance,Español,6 Weeks,FREE-Add a Verified Certificate for $49 USD
C Programming: Pointers and Memory Management,"19,171",Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,Computer Science,English,7 Weeks,FREE-Add a Verified Certificate for $49 USD
Astrophysics: The Violent Universe,"65,711",Self-paced on your time,Australian National University,Intermediate,Physics,English,10 Weeks,FREE-Add a Verified Certificate for $50 USD
Landscape Ecology,"8,644",Self-paced on your time,ETH Zurich,Intermediate,Environmental Studies,English,14 Weeks,FREE-Add a Verified Certificate for $50 USD
IoT Programming and Big Data,"21,591",Self-paced on your time,Curtin University,Introductory,Computer Science,English,5 Weeks,FREE-Add a Verified Certificate for $199 USD
AWS: Getting Started with Cloud Security,"8,192",Self-paced on your time,Amazon Web Services,Introductory,Computer Science,English,4 Weeks,FREE-Add a Verified Certificate for $49 USD
Introducción a la gravedad cuántica de lazos,"7,360",Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Science,Español,5 Weeks,FREE-Add a Verified Certificate for $50 USD
Introduction to the Music Business,"46,607",Self-paced on your time,Berklee College of Music,Introductory,Business & Management,English,6 Weeks,FREE-Add a Verified Certificate for $49 USD
Introducción a la programación en C: Tipos de datos y estructuras,"13,480",Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Computer Science,Español,4 Weeks,FREE-Add a Verified Certificate for $49 USD
Visualización de Datos y Storytelling,"5,980",Self-paced on your time,Tecnológico de Monterrey,Intermediate,Data Analysis & Statistics,Español,4 Weeks,FREE-Add a Verified Certificate for $49 USD
Negociación exitosa: Estrategias y habilidades esenciales (en español),,Self-paced on your time,The University of Michigan,Introductory,Business & Management,Español,7 Weeks,FREE-Add a Verified Certificate for $49 USD
"Feeding a Hungry Planet: Agriculture, Nutrition and Sustainability","10,488",Self-paced on your time,SDG Academy,Intermediate,Environmental Studies,English,7 Weeks,FREE-Add a Verified Certificate for $49 USD
Macroeconomics - The Basics,,Self-paced on your time,Doane University,Introductory,Economics & Finance,English,8 Weeks,FREE-Add a Verified Certificate for $79 USD
Fundamentals of Financial Mathematics and Capital Budgeting,"5,410",Self-paced on your time,NYIF,Introductory,Economics & Finance,English,4 Weeks,FREE-Add a Verified Certificate for $99 USD
Gestión participativa: motivación y liderazgo organizacional,"23,441",Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Business & Management,Español,8 Weeks,FREE-Add a Verified Certificate for $79 USD
Herramientas de ciencia de datos: uso práctico,,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,Español,7 Weeks,FREE-Add a Verified Certificate for $39 USD
Bienestar para el desarrollo personal y profesional,,Self-paced on your time,Universidades Anáhuac,Intermediate,Health & Safety,Español,5 Weeks,FREE-Add a Verified Certificate for $29 USD
Energía eléctrica: conceptos y principios básicos,"9,762",Self-paced on your time,Tecnológico de Monterrey,Intermediate,Engineering,Español,7 Weeks,FREE-Add a Verified Certificate for $49 USD
Market Segmentation Analysis,"17,055",Self-paced on your time,The University of Queensland,Intermediate,Business & Management,English,5 Weeks,FREE-Add a Verified Certificate for $99 USD
Pensamento crítico: tomada de decisões fundamentadas,,Self-paced on your time,Tecnológico de Monterrey,Introductory,Business & Management,Português,4 Weeks,FREE-Add a Verified Certificate for $149 USD
AP® English Literature & Composition – Part 2: Poems,"5,719",Self-paced on your time,"University of California, Berkeley",Introductory,Humanities,English,7 Weeks,FREE-Add a Verified Certificate for $49 USD
"Electrical, Optical & Magnetic Materials and Devices","16,905",Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Engineering,English,16 Weeks,FREE-Add a Verified Certificate for $150 USD
Advanced Cardiac Imaging: Cardiac Computed Tomography (CT),,Self-paced on your time,University of Hong Kong,Introductory,Medicine,English,4 Weeks,FREE-Add a Verified Certificate for $99 USD
How to Design a Successful Business Model,"33,656",Self-paced on your time,Delft University of Technology,Introductory,Business & Management,English,8 Weeks,FREE-Add a Verified Certificate for $99 USD
Ecodesign for Cities and Suburbs,"28,472",Self-paced on your time,University of British Columbia,Introductory,Environmental Studies,English,6 Weeks,FREE-Add a Verified Certificate for $99 USD
